prov,citycode,ctnm,inaug_time,birthmonth,name,age_feb20,locked_down,daySinceFirstCase,lockdown_date,tenure,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,sub_prov_ct,cityname,gdp2018,gdpPercap2018,gdpGrowth2018,自治州-盟-地区,popHR18_all,Log_popHR18_all
辽宁省,210100,沈阳市,2018-11,1961-7,张雷,58,True,-12.0,2020-02-05,1,2.0,5.0,6.0,7.0,8.0,9.0,9.0,10.0,13.0,17.0,15.0,18.0,23.0,23.0,25.0,26.0,26.0,26.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,1,沈阳市,51481026.0,74567.0,3,False,737.0,6.602587892189336
吉林省,220400,辽源市,2018-11,1964-10,柴伟,55,False,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0,辽源市,4251037.0,92788.0,2.23,False,118.0,4.770684624465665
湖北省,421300,随州市,2018-11,1966-5,陈瑞峰,53,True,-13.0,2020-02-07,1,0.0,5.0,36.0,52.0,70.0,116.0,143.0,228.0,304.0,384.0,458.0,641.0,706.0,834.0,915.0,953.0,984.0,1049.0,1095.0,1129.0,1160.0,1206.0,1232.0,1254.0,1267.0,1278.0,1280.0,1283.0,1287.0,1296.0,1300.0,1303.0,1305.0,1306.0,1307.0,1307.0,1307.0,0,随州市,4346800.0,68664.0,7.54,False,250.0,5.521460917862246
黑龙江省,230700,伊春市,2018-12,1962-9,赵万山,57,False,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,伊春市,1650320.0,22214.0,6.99,False,116.0,4.7535901911063645
山东省,370700,潍坊市,2018-12,1963-6,惠新安,56,False,,,1,1.0,1.0,2.0,3.0,3.0,5.0,7.0,8.0,9.0,11.0,13.0,14.0,16.0,21.0,27.0,31.0,36.0,37.0,38.0,38.0,41.0,41.0,42.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,0,潍坊市,17510000.0,79721.0,9.4,False,908.0,6.811244378601294
广东省,440200,韶关市,2018-12,1965-9,李红军,54,False,,,1,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0,韶关市,6383211.0,61271.0,7.8,False,335.0,5.814130531825066
江苏省,320700,连云港市,2018-2,1963-12,项雪龙,56,False,,,1,1.0,1.0,3.0,3.0,3.0,3.0,6.0,9.0,13.0,13.0,14.0,17.0,20.0,22.0,24.0,27.0,32.0,35.0,37.0,39.0,42.0,45.0,46.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,0,连云港市,14478400.0,69127.0,7.5,False,533.0,6.278521424165844
浙江省,330500,湖州市,2018-2,1966-1,马晓晖,54,False,,,1,0.0,0.0,1.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0,湖州市,10857320.0,81370.0,8.87,False,266.0,5.583496308781699
浙江省,330600,绍兴市,2018-2,1962-10,马卫光,57,False,,,1,1.0,4.0,5.0,6.0,7.0,19.0,19.0,23.0,24.0,27.0,30.0,30.0,30.0,33.0,34.0,36.0,38.0,41.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,0,绍兴市,29516779.0,107555.0,7.04,False,446.0,6.100318952020064
浙江省,330700,金华市,2018-2,1964-7,陈龙,55,False,,,1,1.0,2.0,3.0,5.0,7.0,13.0,20.0,27.0,34.0,34.0,36.0,40.0,44.0,47.0,48.0,52.0,53.0,53.0,53.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,0,金华市,7413927.0,65000.0,6.28,False,486.0,6.186208623900494
浙江省,330800,衢州市,2018-2,1968-10,徐文光,51,False,,,1,2.0,2.0,3.0,5.0,5.0,8.0,10.0,12.0,13.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0,衢州市,6022312.0,72664.0,10.1,False,258.0,5.552959584921617
广西壮族自治区,450400,梧州市,2018-2,1964-3,全桂寿,55,False,,,1,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,梧州市,6247607.0,76837.0,2.5,False,349.0,5.855071922202427
广西壮族自治区,450900,玉林市,2018-2,1965-1,黄海昆,55,False,,,1,0.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0,玉林市,4928736.0,43786.0,8.69,False,724.0,6.584791392385716
山西省,140400,长治市,2018-2,1968-3,孙大军,51,False,,,1,0.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0,长治市,3909537.0,48705.0,2.5,False,338.0,5.823045895483019
辽宁省,211100,盘锦市,2018-2,1963-10,付忠伟,56,True,-10.0,2020-02-05,1,0.0,0.0,1.0,2.0,2.0,2.0,3.0,4.0,7.0,6.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0,盘锦市,9736271.0,83252.0,5.1,False,130.0,4.867534450455582
吉林省,220200,吉林市,2018-2,1967-1,王庭凯,53,False,,,1,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,吉林市,13344871.0,74221.0,3.2,False,415.0,6.028278520230698
黑龙江省,230500,双鸭山市,2018-2,1963-10,宋宏伟,56,False,,,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,7.0,12.0,16.0,20.0,36.0,36.0,38.0,38.0,38.0,39.0,39.0,48.0,48.0,49.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0,双鸭山市,1213525.0,24783.0,2.4,False,94.0,4.543294782270004
广西壮族自治区,450600,防城港市,2018-2,1963-4,李延强,56,True,-14.0,2020-02-08,1,0.0,2.0,2.0,3.0,3.0,5.0,5.0,7.0,8.0,8.0,9.0,11.0,13.0,15.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0,防城港市,5657685.0,100438.0,7.3,False,98.0,4.584967478670572
广东省,440400,珠海市,2018-3,1965-10,郭永航,54,False,,,1,8.0,10.0,12.0,12.0,12.0,18.0,26.0,34.0,38.0,47.0,55.0,64.0,72.0,73.0,76.0,83.0,83.0,85.0,86.0,87.0,89.0,91.0,95.0,96.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,0,珠海市,26751795.0,155502.0,10.8,False,119.0,4.77912349311153
广东省,441800,清远市,2018-3,1960-9,郭锋,59,False,,,1,1.0,2.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0,清远市,7754930.0,49267.0,4.37,False,437.0,6.07993319509559
广东省,441900,东莞市,2018-3,1962-10,梁维东,57,False,,,1,0.0,1.0,2.0,2.0,7.0,7.0,11.0,16.0,21.0,27.0,31.0,37.0,44.0,47.0,53.0,56.0,58.0,60.0,62.0,67.0,70.0,73.0,81.0,89.0,89.0,91.0,91.0,92.0,93.0,93.0,94.0,96.0,97.0,97.0,97.0,98.0,99.0,0,东莞市,82785900.0,,,False,211.0,5.351858133476067
新疆维吾尔自治区,653200,和田地区,2018-3,1971-2,杨发森,49,False,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,True,,
内蒙古自治区,150700,呼伦贝尔市,2018-3,1965-11,于立新,54,True,-19.0,2020-02-13,1,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0,呼伦贝尔市,3047356.0,58996.0,0.1,False,260.0,5.560681631015528
福建省,350500,泉州市,2018-3,1963-4,康涛,56,True,-12.0,2020-02-05,1,1.0,3.0,5.0,10.0,13.0,13.0,18.0,22.0,24.0,29.0,31.0,35.0,37.0,39.0,40.0,40.0,42.0,42.0,43.0,43.0,44.0,44.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,47.0,47.0,47.0,47.0,47.0,0,泉州市,17587544.0,113012.0,8.42,False,742.0,6.60934924316738
江西省,360400,九江市,2018-3,1963-9,林彬杨,56,True,-13.0,2020-02-06,1,1.0,2.0,2.0,4.0,9.0,16.0,31.0,42.0,43.0,55.0,64.0,78.0,86.0,92.0,95.0,97.0,100.0,101.0,101.0,105.0,109.0,114.0,115.0,117.0,117.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,0,九江市,10076908.0,98917.0,9.14,False,520.0,6.253828811575473
江西省,360600,鹰潭市,2018-3,1962-10,郭安,57,True,-9.0,2020-02-06,1,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,4.0,8.0,8.0,8.0,9.0,9.0,10.0,11.0,11.0,12.0,14.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,0,鹰潭市,2307944.0,104574.0,7.9,False,128.0,4.852030263919617
江苏省,320900,盐城市,2018-4,1962-1,戴源,58,False,,,1,0.0,1.0,1.0,1.0,1.0,6.0,6.0,8.0,13.0,15.0,15.0,15.0,15.0,16.0,16.0,17.0,17.0,18.0,18.0,21.0,25.0,26.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0,盐城市,20373200.0,85756.0,6,False,826.0,6.716594773520978
江苏省,321300,宿迁市,2018-4,1964-2,张爱军,56,False,,,1,0.0,1.0,1.0,1.0,3.0,4.0,4.0,7.0,8.0,8.0,9.0,10.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0,宿迁市,9464340.0,59102.0,7.7,False,591.0,6.3818160174060985
福建省,350900,宁德市,2018-4,1968-1,郭锡文,52,False,,,1,1.0,2.0,3.0,6.0,6.0,7.0,8.0,9.0,9.0,9.0,12.0,12.0,14.0,16.0,16.0,21.0,23.0,24.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0,宁德市,3906094.0,87385.0,10.53,False,351.0,5.860786223465865
山东省,370600,烟台市,2018-4,1964-1,张术平,56,False,,,1,2.0,2.0,2.0,8.0,10.0,12.0,13.0,18.0,20.0,20.0,26.0,26.0,27.0,30.0,34.0,35.0,37.0,39.0,41.0,43.0,46.0,46.0,46.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,0,烟台市,32506652.0,153061.0,7.6,False,654.0,6.483107351457199
陕西省,610200,铜川市,2018-4,1962-7,杨长亚,57,False,,,1,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0,铜川市,3105440.0,41533.0,7.5,False,83.0,4.418840607796598
江苏省,320300,徐州市,2018-4,1962-11,周铁根,57,True,-8.0,2020-02-04,1,0.0,0.0,0.0,3.0,8.0,8.0,15.0,20.0,23.0,30.0,36.0,39.0,45.0,45.0,49.0,52.0,56.0,60.0,63.0,66.0,71.0,76.0,77.0,78.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,0,徐州市,33978846.0,103339.0,5.1,False,1039.0,6.946013991099227
山东省,370800,济宁市,2018-4,1964-11,傅明先,55,True,-10.0,2020-02-03,1,1.0,2.0,5.0,5.0,5.0,5.0,8.0,8.0,11.0,14.0,18.0,21.0,25.0,32.0,35.0,38.0,39.0,39.0,41.0,42.0,43.0,46.0,49.0,51.0,52.0,52.0,52.0,52.0,253.0,253.0,257.0,257.0,258.0,258.0,258.0,258.0,258.0,0,济宁市,17934002.0,103366.0,5.65,False,883.0,6.78332520060396
贵州省,520100,贵阳市,2018-5,1963-9,赵德明,56,False,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,7.0,10.0,12.0,15.0,18.0,18.0,24.0,27.0,29.0,31.0,33.0,34.0,34.0,34.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0,贵阳市,26760750.0,79295.0,11.8,False,408.0,6.0112671744041615
浙江省,330100,杭州市,2018-5,1967-9,周江勇,52,True,-11.0,2020-02-04,1,6.0,12.0,27.0,27.0,32.0,51.0,69.0,85.0,98.0,110.0,118.0,132.0,141.0,151.0,156.0,162.0,165.0,155.0,157.0,159.0,162.0,165.0,166.0,166.0,168.0,168.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,1,杭州市,116214609.0,148794.0,8.21,False,754.0,6.625392368007956
浙江省,330300,温州市,2018-5,1966-6,陈伟俊,53,True,-9.0,2020-02-02,1,6.0,10.0,18.0,32.0,60.0,114.0,172.0,227.0,241.0,265.0,291.0,340.0,364.0,396.0,421.0,438.0,448.0,464.0,474.0,481.0,490.0,496.0,499.0,502.0,503.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,0,温州市,21810810.0,72524.0,7.41,False,825.0,6.715383386334681
山东省,370500,东营市,2018-5,1963-10,李宽端,56,True,20.0,2020-01-30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,东营市,26365857.0,200022.0,6.1,False,195.0,5.272999558563747
山东省,370900,泰安市,2018-5,1961-5,崔洪刚,58,True,-8.0,2020-02-05,1,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,6.0,9.0,12.0,12.0,14.0,18.0,20.0,20.0,24.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,33.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0,泰安市,11032000.0,59207.0,7.35,False,571.0,6.3473892096560105
广东省,441300,惠州市,2018-6,1965-11,李贻伟,54,False,,,1,5.0,7.0,8.0,8.0,11.0,12.0,17.0,20.0,20.0,23.0,28.0,29.0,34.0,35.0,39.0,47.0,48.0,52.0,53.0,54.0,55.0,56.0,58.0,58.0,58.0,59.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,0,惠州市,24079290.0,98163.0,6.9,False,369.0,5.910796644040527
广东省,445300,云浮市,2018-6,1963-9,黄汉标,56,False,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,云浮市,2048113.0,63067.0,3.6,False,300.0,5.703782474656201
四川省,510700,绵阳市,2018-6,1971-11,刘超,48,False,,,1,2.0,2.0,5.0,7.0,8.0,8.0,9.0,11.0,12.0,14.0,17.0,17.0,17.0,18.0,19.0,20.0,20.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0,绵阳市,11480260.0,62909.0,9.6,False,537.0,6.285998094508865
四川省,510900,遂宁市,2018-6,1966-3,邵革军,53,False,,,1,1.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,0,遂宁市,4703359.0,35659.0,8.7,False,370.0,5.91350300563827
四川省,513200,阿坝藏族羌族自治州,2018-6,1963-8,刘坪,56,False,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,,,,,True,,
黑龙江省,230300,鸡西市,2018-6,1963-8,张常荣,56,False,,,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,4.0,6.0,9.0,12.0,21.0,29.0,31.0,34.0,34.0,38.0,43.0,44.0,44.0,45.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,0,鸡西市,1654705.0,20425.0,6.1,False,175.0,5.1647859739235145
浙江省,330400,嘉兴市,2018-7,1966-4,张兵,53,False,,,1,3.0,4.0,8.0,8.0,11.0,14.0,16.0,16.0,18.0,19.0,19.0,23.0,27.0,30.0,35.0,37.0,38.0,40.0,40.0,42.0,42.0,42.0,43.0,43.0,43.0,43.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0,嘉兴市,11254564.0,89889.0,8,False,356.0,5.87493073085203
浙江省,331100,丽水市,2018-7,1972-11,胡海峰,47,False,,,1,0.0,0.0,3.0,3.0,5.0,6.0,6.0,7.0,8.0,14.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,0,丽水市,3261953.0,68342.0,5.22,False,269.0,5.594711379601839
安徽省,341800,宣城市,2018-7,1962-11,陶方启,57,False,,,1,0.0,0.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0,宣城市,3238217.0,37215.0,8,False,280.0,5.634789603169249
四川省,510400,攀枝花市,2018-7,1963-8,贾瑞云,56,False,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,9.0,10.0,10.0,11.0,11.0,11.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0,攀枝花市,8425681.0,100209.0,7.4,False,109.0,4.6913478822291435
四川省,511600,广安市,2018-7,1963-11,李建勤,56,False,,,1,2.0,2.0,2.0,6.0,7.0,7.0,9.0,13.0,16.0,20.0,21.0,24.0,24.0,24.0,27.0,28.0,28.0,28.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0,广安市,3485615.0,39213.0,8.1,False,465.0,6.142037405587356
辽宁省,210700,锦州市,2018-7,1963-6,王德佳,56,True,-8.0,2020-02-05,1,0.0,0.0,0.0,0.0,4.0,4.0,4.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0,锦州市,5623240.0,58133.0,10.91,False,296.0,5.69035945432406
湖北省,421000,荆州市,2018-7,1962-11,何光中,57,True,-2.0,2020-01-26,1,8.0,10.0,33.0,47.0,71.0,101.0,151.0,221.0,287.0,333.0,499.0,613.0,713.0,801.0,885.0,941.0,997.0,1045.0,1075.0,1110.0,1431.0,1447.0,1478.0,1490.0,1501.0,1537.0,1541.0,1510.0,1517.0,1566.0,1574.0,1574.0,1576.0,1577.0,1579.0,1579.0,1579.0,0,荆州市,6439500.0,51923.0,8.14,False,642.0,6.464588303689961
广东省,440100,广州市,2018-7,1965-8,张硕辅,54,True,-14.0,2020-02-07,1,7.0,14.0,17.0,41.0,51.0,63.0,94.0,112.0,150.0,179.0,200.0,224.0,249.0,270.0,285.0,301.0,307.0,314.0,317.0,323.0,327.0,328.0,335.0,338.0,339.0,339.0,339.0,339.0,339.0,343.0,345.0,345.0,346.0,346.0,346.0,346.0,346.0,1,广州市,215031516.0,150678.0,7,False,898.0,6.8001700683022
辽宁省,210500,本溪市,2018-8,1965-10,姜小林,54,True,-11.0,2020-02-05,1,0.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,本溪市,5590042.0,50063.0,1.7,False,148.0,4.997212273764115
辽宁省,211400,葫芦岛市,2018-8,1965-7,王健,54,True,-11.0,2020-02-05,1,0.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,7.0,7.0,9.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0,葫芦岛市,3600729.0,38313.0,5.5,False,277.0,5.6240175061873385
湖北省,420200,黄石市,2018-8,1968-9,董卫民,51,True,1.0,2020-01-24,1,0.0,31.0,31.0,36.0,53.0,86.0,113.0,168.0,209.0,252.0,334.0,405.0,509.0,566.0,635.0,703.0,760.0,805.0,835.0,874.0,911.0,943.0,980.0,988.0,983.0,985.0,983.0,967.0,974.0,997.0,1001.0,1005.0,1008.0,1011.0,1013.0,1013.0,1013.0,0,黄石市,7060400.0,79778.0,9,False,271.0,5.602118820879701
河南省,410600,鹤壁市,2018-9,1963-10,马富国,56,False,,,1,0.0,0.0,0.0,2.0,2.0,5.0,6.0,6.0,6.0,8.0,8.0,10.0,10.0,10.0,11.0,13.0,17.0,17.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0,鹤壁市,3880451.0,58502.0,6.7,False,170.0,5.135798437050262
广东省,441400,梅州市,2018-9,1965-12,陈敏,54,False,,,1,0.0,0.0,1.0,3.0,4.0,4.0,5.0,5.0,6.0,7.0,8.0,9.0,10.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0,梅州市,4191338.0,43445.0,5.87,False,550.0,6.309918278226516
辽宁省,210400,抚顺市,2018-9,1964-9,来鹤,55,True,20.0,2020-02-05,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,抚顺市,8137748.0,56418.0,4.05,False,211.0,5.351858133476067
山东省,370400,枣庄市,2018-9,1961-1,李峰,59,True,-8.0,2020-02-04,1,0.0,0.0,0.0,2.0,5.0,8.0,9.0,9.0,12.0,15.0,16.0,16.0,17.0,17.0,19.0,20.0,21.0,21.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,0,枣庄市,11571249.0,51533.0,6.95,False,418.0,6.035481432524756
湖北省,420700,鄂州市,2018-9,1966-4,王立,53,True,1.0,2020-01-24,1,0.0,1.0,1.0,20.0,57.0,84.0,123.0,189.0,227.0,278.0,306.0,332.0,382.0,423.0,471.0,569.0,639.0,725.0,790.0,861.0,1065.0,1125.0,1192.0,1230.0,1274.0,1339.0,1343.0,1338.0,1343.0,1375.0,1379.0,1383.0,1385.0,1387.0,1389.0,1389.0,1390.0,0,鄂州市,9059200.0,84452.0,8.6,False,111.0,4.709530201312334
