prov,citycode,ctnm,inaug_time,birthmonth,name,age_feb20,locked_down,daySinceFirstCase,lockdown_date,tenure,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,sub_prov_ct,cityname,gdp2018,gdpPercap2018,gdpGrowth2018,自治州-盟-地区,in_291,popHR18_all,Log_popHR18_all,primary_ind,second_ind,third_ind,prov_full,yiji_date,prov_short,yiji_jan23,yiji_jan24,yiji_jan25,yiji_jan26,yiji_num,prov_leader_rank,num_hospital_total,num_doctors_total,num_firm_total,num_non-domestic_firms_total,pct_of_non_domestic_firm,primary_emp_share_total,secondary_emp_share_total,tertiary_emp_share_total,sex,nativeplace,partytime,majorchara,firstjobtime,nativeprov,is_STEM_major,rule_in_native_prov,is_BA,is_MA,is_PhD,party_age,work_age,is_female,ct_shortname,bdidx_avgdiff_holiday,bdidx_avgdiff_date
福建省,350500,泉州市,2018-3,1963-4,康涛,56,1,-12.0,2020-02-05 00:00:00.000000000,1,1.0,3.0,5.0,10.0,13.0,13.0,18.0,22.0,24.0,29.0,31.0,35.0,37.0,39.0,40.0,40.0,42.0,42.0,43.0,43.0,44.0,44.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,47.0,47.0,47.0,47.0,47.0,0,泉州市,17587544.0,113012.0,8.42,False,True,742.0,6.60934924316738,0.81,56.14,43.04,福建省,2020-01-24 00:00:00.000000000,福建,0,1,0,0,1,35.3,130.0,15903.0,4635.0,1399.0,30.18338727076591,0.2700000000000067,74.1,25.63,男,江苏省镇江市,1984-03-01 00:00:00.000000000,1.0,1984-08-01 00:00:00.000000000,江苏,0.0,0,0,1,0,35.0,35.0,0,泉州,1.2438000000000002,1.1141702702702712
江西省,360400,九江市,2018-3,1963-9,林彬杨,56,1,-13.0,2020-02-06 00:00:00.000000000,1,1.0,2.0,2.0,4.0,9.0,16.0,31.0,42.0,43.0,55.0,64.0,78.0,86.0,92.0,95.0,97.0,100.0,101.0,101.0,105.0,109.0,114.0,115.0,117.0,117.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,0,九江市,10076908.0,98917.0,9.14,False,True,520.0,6.253828811575473,2.3,41.66,56.03,江西省,2020-01-24 00:00:00.000000000,江西,0,1,0,0,1,32.02,62.0,10027.0,1607.0,110.0,6.845052893590542,1.6000000000000014,47.67,50.73,男,江西省上饶市,1985-05-01 00:00:00.000000000,1.0,1986-07-01 00:00:00.000000000,江西,0.0,1,0,1,0,34.0,33.0,0,九江,2.191483783783785,2.532781081081082
江西省,360600,鹰潭市,2018-3,1962-10,郭安,57,1,-9.0,2020-02-06 00:00:00.000000000,1,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,4.0,8.0,8.0,8.0,9.0,9.0,10.0,11.0,11.0,12.0,14.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,0,鹰潭市,2307944.0,104574.0,7.9,False,True,128.0,4.852030263919617,0.86,44.98,54.16,江西省,2020-01-24 00:00:00.000000000,江西,0,1,0,0,1,32.02,35.0,2586.0,276.0,14.0,5.072463768115942,0.19000000000000483,60.98,38.83,男,江西省赣州市信丰县,1985-03-01 00:00:00.000000000,1.0,1981-08-01 00:00:00.000000000,江西,0.0,1,0,1,0,34.0,38.0,0,鹰潭,1.7916756756756749,2.042016216216216
江苏省,320900,盐城市,2018-4,1962-1,戴源,58,0,,,1,0.0,1.0,1.0,1.0,1.0,6.0,6.0,8.0,13.0,15.0,15.0,15.0,15.0,16.0,16.0,17.0,17.0,18.0,18.0,21.0,25.0,26.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0,盐城市,20373200.0,85756.0,6.0,False,True,826.0,6.716594773520978,8.31,48.65,43.05,江苏省,2020-01-25 00:00:00.000000000,江苏,0,0,1,0,2,39.66,163.0,18200.0,2879.0,342.0,11.879124696075026,1.8400000000000034,60.87,37.29,男,安徽省滁州市天长市,1985-10-01 00:00:00.000000000,2.0,1982-08-01 00:00:00.000000000,安徽,1.0,0,1,0,0,34.0,37.0,0,盐城,1.153135135135135,1.2329756756756756
江苏省,321300,宿迁市,2018-4,1964-2,张爱军,56,0,,,1,0.0,1.0,1.0,1.0,3.0,4.0,4.0,7.0,8.0,8.0,9.0,10.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0,宿迁市,9464340.0,59102.0,7.7,False,True,591.0,6.3818160174060985,7.33,49.5,43.18,江苏省,2020-01-25 00:00:00.000000000,江苏,0,0,1,0,2,39.66,232.0,11500.0,1747.0,106.0,6.067544361763022,0.10999999999999943,61.6,38.29,男,江苏省南通市如东县,1987-07-01 00:00:00.000000000,1.0,1984-07-01 00:00:00.000000000,江苏,0.0,1,0,1,0,32.0,35.0,0,宿迁,1.8375405405405405,1.9508162162162148
福建省,350900,宁德市,2018-4,1968-1,郭锡文,52,0,,,1,1.0,2.0,3.0,6.0,6.0,7.0,8.0,9.0,9.0,9.0,12.0,12.0,14.0,16.0,16.0,21.0,23.0,24.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0,宁德市,3906094.0,87385.0,10.53,False,True,351.0,5.860786223465865,9.91,51.17,38.92,福建省,2020-01-24 00:00:00.000000000,福建,0,1,0,0,1,35.3,44.0,5455.0,1086.0,23.0,2.117863720073665,0.4299999999999997,47.07,52.5,男,福建省福清市,1991-04-02 13:53:13.188854528,1.0,1989-03-19 17:50:41.913875712,福建,0.0,1,0,1,0,28.0,30.0,0,宁德,1.0245297297297298,1.0399459459459457
山东省,370600,烟台市,2018-4,1964-1,张术平,56,0,,,1,2.0,2.0,2.0,8.0,10.0,12.0,13.0,18.0,20.0,20.0,26.0,26.0,27.0,30.0,34.0,35.0,37.0,39.0,41.0,43.0,46.0,46.0,46.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,0,烟台市,32506652.0,153061.0,7.6,False,True,654.0,6.483107351457199,2.71,50.17,47.12,山东省,2020-01-24 00:00:00.000000000,山东,0,1,0,0,1,89.72,196.0,18097.0,2377.0,559.0,23.517038283550697,0.03999999999999915,54.51,45.45,男,山东省潍坊市诸城市,1985-06-01 00:00:00.000000000,1.0,1984-07-01 00:00:00.000000000,山东,0.0,1,0,1,0,34.0,35.0,0,烟台,2.1317945945945938,1.967208108108108
陕西省,610200,铜川市,2018-4,1962-7,杨长亚,57,0,,,1,0.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0,铜川市,3105440.0,41533.0,7.5,False,True,83.0,4.418840607796598,5.82,50.95,43.23,陕西省,2020-01-25 00:00:00.000000000,陕西,0,0,1,0,2,43.47,47.0,2505.0,212.0,3.0,1.4150943396226416,0.14999999999999858,44.24,55.61,男,陕西省商洛市,1986-08-01 00:00:00.000000000,1.0,1981-08-01 00:00:00.000000000,陕西,0.0,1,1,0,0,33.0,38.0,0,铜川,1.7112729729729732,1.6993486486486489
江苏省,320300,徐州市,2018-4,1962-11,周铁根,57,1,-8.0,2020-02-04 00:00:00.000000000,1,0.0,0.0,0.0,3.0,8.0,8.0,15.0,20.0,23.0,30.0,36.0,39.0,45.0,45.0,49.0,52.0,56.0,60.0,63.0,66.0,71.0,76.0,77.0,78.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,0,徐州市,33978846.0,103339.0,5.1,False,True,1039.0,6.946013991099227,3.54,43.2,53.26,江苏省,2020-01-25 00:00:00.000000000,江苏,0,0,1,0,2,39.66,135.0,22900.0,2412.0,157.0,6.509121061359867,1.3500000000000014,55.42,43.23,男,江苏海安,1984-11-01 00:00:00.000000000,1.0,1985-07-01 00:00:00.000000000,江苏,0.0,1,1,0,0,35.0,34.0,0,徐州,2.291859459459459,2.3474405405405414
山东省,370800,济宁市,2018-4,1964-11,傅明先,55,1,-10.0,2020-02-03 00:00:00.000000000,1,1.0,2.0,5.0,5.0,5.0,5.0,8.0,8.0,11.0,14.0,18.0,21.0,25.0,32.0,35.0,38.0,39.0,39.0,41.0,42.0,43.0,46.0,49.0,51.0,52.0,52.0,52.0,52.0,253.0,253.0,257.0,257.0,258.0,258.0,258.0,258.0,258.0,0,济宁市,17934002.0,103366.0,5.65,False,True,883.0,6.78332520060396,5.44,49.48,45.08,山东省,2020-01-24 00:00:00.000000000,山东,0,1,0,0,1,89.72,164.0,21605.0,2733.0,116.0,4.2444200512257595,0.10000000000000142,57.48,42.42,男,山东省青岛市,1991-11-01 00:00:00.000000000,2.0,1985-02-01 00:00:00.000000000,山东,1.0,1,0,1,0,28.0,34.0,0,济宁,2.4821675675675685,2.5298432432432425
贵州省,520100,贵阳市,2018-5,1963-9,赵德明,56,0,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,7.0,10.0,12.0,15.0,18.0,18.0,24.0,27.0,29.0,31.0,33.0,34.0,34.0,34.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0,贵阳市,26760750.0,79295.0,11.8,False,True,408.0,6.0112671744041615,1.81,35.2,62.99,贵州省,2020-01-24 00:00:00.000000000,贵州,0,1,0,0,1,35.3,185.0,16858.0,747.0,32.0,4.28380187416332,0.13000000000000256,49.94,49.93,男,广西壮族自治区来宾市金秀瑶族自治县,1985-06-01 00:00:00.000000000,1.0,1983-07-01 00:00:00.000000000,广西,0.0,0,0,1,0,34.0,36.0,0,贵阳,1.7312270270270258,1.5134486486486491
浙江省,330100,杭州市,2018-5,1967-9,周江勇,52,1,-11.0,2020-02-04 00:00:00.000000000,1,6.0,12.0,27.0,27.0,32.0,51.0,69.0,85.0,98.0,110.0,118.0,132.0,141.0,151.0,156.0,162.0,165.0,155.0,157.0,159.0,162.0,165.0,166.0,166.0,168.0,168.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,1,杭州市,116214609.0,148794.0,8.21,False,True,754.0,6.625392368007956,1.85,33.61,64.54,浙江省,2020-01-23 00:00:00.000000000,浙江,1,0,0,0,0,66.3,302.0,41833.0,5533.0,850.0,15.362371227182361,0.03999999999999915,48.28,51.68,男,浙江省宁波市,1992-11-01 00:00:00.000000000,1.0,1985-07-01 00:00:00.000000000,浙江,0.0,1,0,1,0,27.0,34.0,0,杭州,2.458981081081082,2.059378378378379
浙江省,330300,温州市,2018-5,1966-6,陈伟俊,53,1,-9.0,2020-02-02 00:00:00.000000000,1,6.0,10.0,18.0,32.0,60.0,114.0,172.0,227.0,241.0,265.0,291.0,340.0,364.0,396.0,421.0,438.0,448.0,464.0,474.0,481.0,490.0,496.0,499.0,502.0,503.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,0,温州市,21810810.0,72524.0,7.41,False,True,825.0,6.715383386334681,0.8,40.44,58.76,浙江省,2020-01-23 00:00:00.000000000,浙江,1,0,0,0,0,66.3,142.0,26674.0,4582.0,133.0,2.9026625927542558,0.060000000000002274,58.48,41.46,男,浙江省宁波市宁海县,1985-06-01 00:00:00.000000000,1.0,1986-08-01 00:00:00.000000000,浙江,0.0,1,0,1,0,34.0,33.0,0,温州,2.334878378378378,1.938675675675676
山东省,370500,东营市,2018-5,1963-10,李宽端,56,1,20.0,2020-01-30 00:00:00.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,东营市,26365857.0,200022.0,6.1,False,True,195.0,5.272999558563747,2.0,63.3,34.7,山东省,2020-01-24 00:00:00.000000000,山东,0,1,0,0,1,89.72,76.0,6482.0,987.0,51.0,5.167173252279635,0.0899999999999963,57.63,42.28,男,山东省青岛市,1985-07-01 00:00:00.000000000,1.0,1985-07-01 00:00:00.000000000,山东,0.0,1,0,1,0,34.0,34.0,0,东营,1.1842783783783783,1.0591675675675676
山东省,370900,泰安市,2018-5,1961-5,崔洪刚,58,1,-8.0,2020-02-05 00:00:00.000000000,1,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,6.0,9.0,12.0,12.0,14.0,18.0,20.0,20.0,24.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,33.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0,泰安市,11032000.0,59207.0,7.35,False,True,571.0,6.3473892096560105,6.15,42.7,51.15,山东省,2020-01-24 00:00:00.000000000,山东,0,1,0,0,1,89.72,103.0,13535.0,1402.0,56.0,3.9942938659058487,0.3200000000000003,57.14,42.54,男,山东省淄博市,1982-11-01 00:00:00.000000000,1.0,1985-07-01 00:00:00.000000000,山东,0.0,1,0,1,0,37.0,34.0,0,泰安,2.4338,2.445986486486486
广东省,441300,惠州市,2018-6,1965-11,李贻伟,54,0,,,1,5.0,7.0,8.0,8.0,11.0,12.0,17.0,20.0,20.0,23.0,28.0,29.0,34.0,35.0,39.0,47.0,48.0,52.0,53.0,54.0,55.0,56.0,58.0,58.0,58.0,59.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,0,惠州市,24079290.0,98163.0,6.9,False,True,369.0,5.910796644040527,1.84,56.85,41.31,广东省,2020-01-23 00:00:00.000000000,广东,1,0,0,0,0,182.12,72.0,12582.0,2366.0,897.0,37.91208791208791,0.10999999999999588,69.9,29.99,男,山东省聊城市阳谷县,1988-06-01 00:00:00.000000000,1.0,1988-06-01 00:00:00.000000000,山东,0.0,0,0,0,1,31.0,31.0,0,惠州,1.521624324324325,1.2581297297297305
广东省,445300,云浮市,2018-6,1963-9,黄汉标,56,0,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,云浮市,2048113.0,63067.0,3.6,False,True,300.0,5.703782474656201,16.26,49.51,34.22,广东省,2020-01-23 00:00:00.000000000,广东,1,0,0,0,0,182.12,22.0,4397.0,943.0,99.0,10.498409331919406,0.21999999999999886,42.44,57.34,男,广东省陆丰市,1985-05-01 00:00:00.000000000,1.0,1985-07-01 00:00:00.000000000,广东,0.0,1,0,1,0,34.0,34.0,0,云浮,0.8998216216216209,1.005213513513512
四川省,510700,绵阳市,2018-6,1971-11,刘超,48,0,,,1,2.0,2.0,5.0,7.0,8.0,8.0,9.0,11.0,12.0,14.0,17.0,17.0,17.0,18.0,19.0,20.0,20.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0,绵阳市,11480260.0,62909.0,9.6,False,True,537.0,6.285998094508865,7.19,45.75,47.05,四川省,2020-01-24 00:00:00.000000000,四川,0,1,0,0,1,66.1,90.0,11738.0,971.0,36.0,3.7075180226570548,0.15000000000000568,43.8,56.05,男,辽宁省阜新市,1990-12-01 00:00:00.000000000,1.0,1993-07-01 00:00:00.000000000,辽宁,0.0,0,0,0,1,29.0,26.0,0,绵阳,1.36812972972973,1.5521864864864852
四川省,510900,遂宁市,2018-6,1966-3,邵革军,53,0,,,1,1.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,0,遂宁市,4703359.0,35659.0,8.7,False,True,370.0,5.91350300563827,13.4,45.79,40.81,四川省,2020-01-24 00:00:00.000000000,四川,0,1,0,0,1,66.1,72.0,6546.0,521.0,23.0,4.414587332053743,0.0,50.14,49.86,男,山西省高平市,1991-01-01 00:00:00.000000000,1.0,1988-08-01 00:00:00.000000000,山西,0.0,0,0,1,0,29.0,31.0,0,遂宁,1.6031378378378376,2.0234378378378386
黑龙江省,230300,鸡西市,2018-6,1963-8,张常荣,56,0,,,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,4.0,6.0,9.0,12.0,21.0,29.0,31.0,34.0,34.0,38.0,43.0,44.0,44.0,45.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,0,鸡西市,1654705.0,20425.0,6.1,False,True,175.0,5.1647859739235145,4.39,45.33,50.28,黑龙江省,2020-01-25 00:00:00.000000000,黑龙江,0,0,1,0,2,31.47,68.0,4368.0,171.0,7.0,4.093567251461988,25.799999999999997,29.03,45.17,男,黑龙江宾县,1991-01-01 00:00:00.000000000,1.0,1988-08-01 00:00:00.000000000,黑龙江,0.0,1,0,1,0,29.0,31.0,0,鸡西,2.5564162162162165,2.581210810810813
浙江省,330400,嘉兴市,2018-7,1966-4,张兵,53,0,,,1,3.0,4.0,8.0,8.0,11.0,14.0,16.0,16.0,18.0,19.0,19.0,23.0,27.0,30.0,35.0,37.0,38.0,40.0,40.0,42.0,42.0,42.0,43.0,43.0,43.0,43.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0,嘉兴市,11254564.0,89889.0,8.0,False,True,356.0,5.87493073085203,2.64,45.48,51.88,浙江省,2020-01-23 00:00:00.000000000,浙江,1,0,0,0,0,66.3,75.0,11392.0,5394.0,1003.0,18.594734890619208,0.05000000000000426,63.55,36.4,男,山东宁阳,1985-04-01 00:00:00.000000000,1.0,1990-08-01 00:00:00.000000000,山东,0.0,0,0,1,0,34.0,29.0,0,嘉兴,2.1170513513513503,1.6345108108108108
浙江省,331100,丽水市,2018-7,1972-11,胡海峰,47,0,,,1,0.0,0.0,3.0,3.0,5.0,6.0,6.0,7.0,8.0,14.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,0,丽水市,3261953.0,68342.0,5.22,False,True,269.0,5.594711379601839,5.81,36.27,57.92,浙江省,2020-01-23 00:00:00.000000000,浙江,1,0,0,0,0,66.3,54.0,7913.0,849.0,28.0,3.297997644287397,0.3400000000000034,21.83,77.83,男,安徽省宣城市绩溪县,1995-05-01 00:00:00.000000000,1.0,1998-05-01 00:00:00.000000000,安徽,0.0,0,0,1,0,24.0,21.0,0,丽水,1.8622702702702696,1.8034891891891889
安徽省,341800,宣城市,2018-7,1962-11,陶方启,57,0,,,1,0.0,0.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0,宣城市,3238217.0,37215.0,8.0,False,True,280.0,5.634789603169249,11.7,40.49,47.81,安徽省,2020-01-24 00:00:00.000000000,安徽,0,1,0,0,1,36.14,46.0,5344.0,1439.0,46.0,3.1966643502432244,1.1300000000000026,39.32,59.55,男,安徽桐城,1982-11-01 00:00:00.000000000,1.0,1981-07-01 00:00:00.000000000,安徽,0.0,1,0,1,0,37.0,38.0,0,宣城,1.4935270270270262,1.5512405405405394
四川省,510400,攀枝花市,2018-7,1963-8,贾瑞云,56,0,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,9.0,10.0,10.0,11.0,11.0,11.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0,攀枝花市,8425681.0,100209.0,7.4,False,True,109.0,4.6913478822291435,1.48,65.1,33.42,四川省,2020-01-24 00:00:00.000000000,四川,0,1,0,0,1,66.1,24.0,3966.0,324.0,6.0,1.8518518518518516,1.1199999999999974,52.43,46.45,男,河南淅川,1985-08-01 00:00:00.000000000,1.0,1981-11-01 00:00:00.000000000,河南,0.0,0,0,1,0,34.0,38.0,0,攀枝花,1.3581405405405411,1.3288189189189177
四川省,511600,广安市,2018-7,1963-11,李建勤,56,0,,,1,2.0,2.0,2.0,6.0,7.0,7.0,9.0,13.0,16.0,20.0,21.0,24.0,24.0,24.0,27.0,28.0,28.0,28.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0,广安市,3485615.0,39213.0,8.1,False,True,465.0,6.142037405587356,11.45,44.92,43.63,四川省,2020-01-24 00:00:00.000000000,四川,0,1,0,0,1,66.1,67.0,3952.0,509.0,11.0,2.161100196463654,1.029999999999994,53.63,45.34,男,江苏省常州市金坛区,1986-04-01 00:00:00.000000000,1.0,1987-07-01 00:00:00.000000000,江苏,0.0,0,0,0,1,33.0,32.0,0,广安,1.2667189189189187,1.793021621621623
辽宁省,210700,锦州市,2018-7,1963-6,王德佳,56,1,-8.0,2020-02-05 00:00:00.000000000,1,0.0,0.0,0.0,0.0,4.0,4.0,4.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0,锦州市,5623240.0,58133.0,10.91,False,True,296.0,5.69035945432406,2.56,48.96,48.48,辽宁省,2020-01-25 00:00:00.000000000,辽宁,0,0,1,0,2,60.3,77.0,6111.0,294.0,46.0,15.646258503401361,3.6299999999999955,33.12,63.25,男,辽宁清原,1989-07-01 00:00:00.000000000,2.0,1983-08-01 00:00:00.000000000,辽宁,1.0,1,0,0,1,30.0,36.0,0,锦州,1.3730864864864871,1.4154270270270282
湖北省,421000,荆州市,2018-7,1962-11,何光中,57,1,-2.0,2020-01-26 00:00:00.000000000,1,8.0,10.0,33.0,47.0,71.0,101.0,151.0,221.0,287.0,333.0,499.0,613.0,713.0,801.0,885.0,941.0,997.0,1045.0,1075.0,1110.0,1431.0,1447.0,1478.0,1490.0,1501.0,1537.0,1541.0,1510.0,1517.0,1566.0,1574.0,1574.0,1576.0,1577.0,1579.0,1579.0,1579.0,0,荆州市,6439500.0,51923.0,8.14,False,True,642.0,6.464588303689961,8.34,51.98,39.68,湖北省,2020-01-24 00:00:00.000000000,湖北,0,1,0,0,1,56.66,67.0,12639.0,1131.0,32.0,2.829354553492484,3.469999999999999,41.25,55.28,男,湖南华容,1984-12-01 00:00:00.000000000,1.0,1984-08-01 00:00:00.000000000,湖南,0.0,0,0,1,0,35.0,35.0,0,荆州,2.536640540540541,2.88716216216216
广东省,440100,广州市,2018-7,1965-8,张硕辅,54,1,-14.0,2020-02-07 00:00:00.000000000,1,7.0,14.0,17.0,41.0,51.0,63.0,94.0,112.0,150.0,179.0,200.0,224.0,249.0,270.0,285.0,301.0,307.0,314.0,317.0,323.0,327.0,328.0,335.0,338.0,339.0,339.0,339.0,339.0,339.0,343.0,345.0,345.0,346.0,346.0,346.0,346.0,346.0,1,广州市,215031516.0,150678.0,7.0,False,True,898.0,6.8001700683022,1.09,27.97,70.94,广东省,2020-01-23 00:00:00.000000000,广东,1,0,0,0,0,182.12,243.0,49747.0,4664.0,1389.0,29.78130360205832,0.060000000000002274,32.6,67.34,男,湖南长沙,1984-06-01 00:00:00.000000000,2.0,1988-06-01 00:00:00.000000000,湖南,1.0,0,0,0,1,35.0,31.0,0,广州,1.8640351351351352,1.5036351351351354
辽宁省,210500,本溪市,2018-8,1965-10,姜小林,54,1,-11.0,2020-02-05 00:00:00.000000000,1,0.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0,本溪市,5590042.0,50063.0,1.7,False,True,148.0,4.997212273764115,3.23,47.92,48.85,辽宁省,2020-01-25 00:00:00.000000000,辽宁,0,0,1,0,2,60.3,42.0,3966.0,179.0,22.0,12.290502793296088,0.35999999999999943,50.19,49.45,男,辽宁海城,1986-05-01 00:00:00.000000000,1.0,1988-08-01 00:00:00.000000000,辽宁,0.0,1,0,1,0,33.0,31.0,0,本溪,1.5264567567567542,1.5348567567567548
辽宁省,211400,葫芦岛市,2018-8,1965-7,王健,54,1,-11.0,2020-02-05 00:00:00.000000000,1,0.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,7.0,7.0,9.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0,葫芦岛市,3600729.0,38313.0,5.5,False,True,277.0,5.6240175061873385,4.92,47.79,47.29,辽宁省,2020-01-25 00:00:00.000000000,辽宁,0,0,1,0,2,60.3,75.0,4780.0,235.0,10.0,4.25531914893617,1.009999999999998,39.61,59.38,男,辽宁,1985-11-01 00:00:00.000000000,1.0,1988-08-01 00:00:00.000000000,辽宁,0.0,1,0,1,0,34.0,31.0,0,葫芦岛,1.4895810810810826,1.5473918918918912
湖北省,420200,黄石市,2018-8,1968-9,董卫民,51,1,1.0,2020-01-24 00:00:00.000000000,1,0.0,31.0,31.0,36.0,53.0,86.0,113.0,168.0,209.0,252.0,334.0,405.0,509.0,566.0,635.0,703.0,760.0,805.0,835.0,874.0,911.0,943.0,980.0,988.0,983.0,985.0,983.0,967.0,974.0,997.0,1001.0,1005.0,1008.0,1011.0,1013.0,1013.0,1013.0,0,黄石市,7060400.0,79778.0,9.0,False,True,271.0,5.602118820879701,0.7,58.7,40.59,湖北省,2020-01-24 00:00:00.000000000,湖北,0,1,0,0,1,56.66,36.0,6070.0,735.0,37.0,5.034013605442176,0.3500000000000014,59.93,39.72,男,湖北省武穴,1990-03-01 00:00:00.000000000,1.0,1990-07-01 00:00:00.000000000,湖北,0.0,1,0,1,0,29.0,29.0,0,黄石,2.9991351351351354,3.1904
