provincecode,provincename,citycode,ctnm,inaug_time,off_month,birthmonth,name,note,race,time_of_data_entry,rule_in_covid,age_feb20,locked_down,daySinceFirstCase,lockdown_date,tenure,cityCode,cityFullName,cityName,prov,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,sub_prov_ct
410000,河南省,411000,许昌市,2018-10,,1963-6,胡五岳,,汉族,2020-07-21 17:00:00,True,56,False,,,1,411000.0,许昌市,许昌,河南省,,,,1.0,2.0,2.0,3.0,8.0,12.0,13.0,15.0,19.0,24.0,26.0,28.0,30.0,31.0,31.0,32.0,34.0,34.0,37.0,37.0,38.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,0
440000,广东省,441700,阳江市,2018-10,,1962-5,焦兰生,,汉族,2020-07-21 17:00:00,True,57,False,,,1,441700.0,阳江市,阳江,广东省,3.0,5.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,14.0,0
510000,四川省,510500,泸州市,2018-10,,1965-8,刘强,,汉族,2020-07-21 17:00:00,True,54,False,,,1,510500.0,泸州市,泸州,四川省,,1.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,6.0,7.0,9.0,10.0,12.0,13.0,13.0,16.0,17.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,0
640000,宁夏回族自治区,640200,石嘴山市,2018-10,,1963-2,王文宇,,汉族,2020-07-21 17:00:00,True,57,False,,,1,640200.0,石嘴山市,石嘴山,宁夏回族自治区,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
210000,辽宁省,210300,鞍山市,2018-10,,1962-5,韩玉起,,汉族,2020-07-21 17:00:00,True,57,True,-4.0,2020-02-05 00:00:00,1,210300.0,鞍山市,鞍山,辽宁省,,,,,,,,,1.0,,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
460000,海南省,460200,三亚市,2018-11,,1967-10,童道驰,,汉族,2020-07-21 17:00:00,True,52,False,,,1,460200.0,三亚市,三亚,海南省,2.0,6.0,8.0,11.0,14.0,14.0,14.0,14.0,15.0,17.0,18.0,18.0,22.0,30.0,34.0,37.0,41.0,43.0,46.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,0
650000,新疆维吾尔自治区,650500,哈密市,2018-11,,1968-1,李成辉,,汉族,2020-07-21 17:00:00,True,52,False,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
210000,辽宁省,210100,沈阳市,2018-11,,1961-7,张雷,,汉族,2020-07-21 17:00:00,True,58,True,-12.0,2020-02-05 00:00:00,1,210100.0,沈阳市,沈阳,辽宁省,2.0,5.0,6.0,7.0,8.0,9.0,9.0,10.0,13.0,17.0,15.0,18.0,23.0,23.0,25.0,26.0,26.0,26.0,27.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,1
220000,吉林省,220400,辽源市,2018-11,,1964-10,柴伟,,汉族,2020-07-21 17:00:00,True,55,False,,,1,220400.0,辽源市,辽源,吉林省,,,,,,,,,,,,3.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0
420000,湖北省,421300,随州市,2018-11,,1966-5,陈瑞峰,2020-7卸任，随州市委书记空缺,汉族,2020-07-21 17:00:00,True,53,True,-13.0,2020-02-07 00:00:00,1,421300.0,随州市,随州,湖北省,,5.0,36.0,52.0,70.0,116.0,143.0,228.0,304.0,384.0,458.0,641.0,706.0,834.0,915.0,953.0,984.0,1049.0,1095.0,1129.0,1160.0,1206.0,1232.0,1254.0,1267.0,1278.0,1280.0,1283.0,1287.0,1296.0,1300.0,1303.0,1305.0,1306.0,1307.0,1307.0,1307.0,0
230000,黑龙江省,230700,伊春市,2018-12,,1962-9,赵万山,,汉族,2020-07-21 17:00:00,True,57,False,,,1,230700.0,伊春市,伊春,黑龙江省,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
370000,山东省,370700,潍坊市,2018-12,,1963-6,惠新安,,汉族,2020-07-21 17:00:00,True,56,False,,,1,370700.0,潍坊市,潍坊,山东省,1.0,1.0,2.0,3.0,3.0,5.0,7.0,8.0,9.0,11.0,13.0,14.0,16.0,21.0,27.0,31.0,36.0,37.0,38.0,38.0,41.0,41.0,42.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,0
440000,广东省,440200,韶关市,2018-12,,1965-9,李红军,,汉族,2020-07-21 17:00:00,True,54,False,,,1,440200.0,韶关市,韶关,广东省,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
320000,江苏省,320700,连云港市,2018-2,,1963-12,项雪龙,,汉族,2020-07-21 17:00:00,True,56,False,,,1,320700.0,连云港市,连云港,江苏省,1.0,1.0,3.0,3.0,3.0,3.0,6.0,9.0,13.0,13.0,14.0,17.0,20.0,22.0,24.0,27.0,32.0,35.0,37.0,39.0,42.0,45.0,46.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,0
330000,浙江省,330500,湖州市,2018-2,,1966-1,马晓晖,,汉族,2020-07-21 17:00:00,True,54,False,,,1,330500.0,湖州市,湖州,浙江省,,,1.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
330000,浙江省,330600,绍兴市,2018-2,,1962-10,马卫光,,汉族,2020-07-21 17:00:00,True,57,False,,,1,330600.0,绍兴市,绍兴,浙江省,1.0,4.0,5.0,6.0,7.0,19.0,19.0,23.0,24.0,27.0,30.0,30.0,30.0,33.0,34.0,36.0,38.0,41.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,0
330000,浙江省,330700,金华市,2018-2,,1964-7,陈龙,,汉族,2020-07-21 17:00:00,True,55,False,,,1,330700.0,金华市,金华,浙江省,1.0,2.0,3.0,5.0,7.0,13.0,20.0,27.0,34.0,34.0,36.0,40.0,44.0,47.0,48.0,52.0,53.0,53.0,53.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,0
330000,浙江省,330800,衢州市,2018-2,,1968-10,徐文光,,汉族,2020-07-21 17:00:00,True,51,False,,,1,330800.0,衢州市,衢州,浙江省,2.0,2.0,3.0,5.0,5.0,8.0,10.0,12.0,13.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,0
450000,广西壮族自治区,450400,梧州市,2018-2,,1964-3,全桂寿,,汉族,2020-07-21 17:00:00,True,55,False,,,1,450400.0,梧州市,梧州,广西壮族自治区,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0
450000,广西壮族自治区,450900,玉林市,2018-2,,1965-1,黄海昆,,汉族,2020-07-21 17:00:00,True,55,False,,,1,450900.0,玉林市,玉林,广西壮族自治区,,1.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0
140000,山西省,140400,长治市,2018-2,,1968-3,孙大军,,汉族,2020-07-21 17:00:00,True,51,False,,,1,140400.0,长治市,长治,山西省,,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0
210000,辽宁省,211100,盘锦市,2018-2,,1963-10,付忠伟,,汉族,2020-07-21 17:00:00,True,56,True,-10.0,2020-02-05 00:00:00,1,211100.0,盘锦市,盘锦,辽宁省,,,1.0,2.0,2.0,2.0,3.0,4.0,7.0,6.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0
220000,吉林省,220200,吉林市,2018-2,,1967-1,王庭凯,,汉族,2020-07-21 17:00:00,True,53,False,,,1,220200.0,吉林市,吉林,吉林省,1.0,2.0,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0
230000,黑龙江省,230500,双鸭山市,2018-2,,1963-10,宋宏伟,,汉族,2020-07-21 17:00:00,True,56,False,,,1,230500.0,双鸭山市,双鸭山,黑龙江省,,,,1.0,1.0,1.0,1.0,1.0,2.0,4.0,7.0,12.0,16.0,20.0,36.0,36.0,38.0,38.0,38.0,39.0,39.0,48.0,48.0,49.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,0
450000,广西壮族自治区,450600,防城港市,2018-2,,1963-4,李延强,,汉族,2020-07-21 17:00:00,True,56,True,-14.0,2020-02-08 00:00:00,1,450600.0,防城港市,防城港,广西壮族自治区,,2.0,2.0,3.0,3.0,5.0,5.0,7.0,8.0,8.0,9.0,11.0,13.0,15.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0
440000,广东省,440400,珠海市,2018-3,,1965-10,郭永航,,汉族,2020-07-21 17:00:00,True,54,False,,,1,440400.0,珠海市,珠海,广东省,8.0,10.0,12.0,12.0,12.0,18.0,26.0,34.0,38.0,47.0,55.0,64.0,72.0,73.0,76.0,83.0,83.0,85.0,86.0,87.0,89.0,91.0,95.0,96.0,97.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,0
440000,广东省,441800,清远市,2018-3,,1960-9,郭锋,,汉族,2020-07-21 17:00:00,True,59,False,,,1,441800.0,清远市,清远,广东省,1.0,2.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0
440000,广东省,441900,东莞市,2018-3,,1962-10,梁维东,,汉族,2020-07-21 17:00:00,True,57,False,,,1,441900.0,东莞市,东莞,广东省,,1.0,2.0,2.0,7.0,7.0,11.0,16.0,21.0,27.0,31.0,37.0,44.0,47.0,53.0,56.0,58.0,60.0,62.0,67.0,70.0,73.0,81.0,89.0,89.0,91.0,91.0,92.0,93.0,93.0,94.0,96.0,97.0,97.0,97.0,98.0,99.0,0
650000,新疆维吾尔自治区,653200,和田地区,2018-3,,1971-2,杨发森,,汉族,2020-07-21 17:00:00,True,49,False,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
150000,内蒙古自治区,150700,呼伦贝尔市,2018-3,,1965-11,于立新,,蒙古族,2020-07-21 17:00:00,True,54,True,-19.0,2020-02-13 00:00:00,1,150700.0,呼伦贝尔市,呼伦贝尔,内蒙古自治区,,1.0,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0
350000,福建省,350500,泉州市,2018-3,,1963-4,康涛,,汉族,2020-07-21 17:00:00,True,56,True,-12.0,2020-02-05 00:00:00,1,350500.0,泉州市,泉州,福建省,1.0,3.0,5.0,10.0,13.0,13.0,18.0,22.0,24.0,29.0,31.0,35.0,37.0,39.0,40.0,40.0,42.0,42.0,43.0,43.0,44.0,44.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,47.0,47.0,47.0,47.0,47.0,0
360000,江西省,360400,九江市,2018-3,,1963-9,林彬杨,,汉族,2020-07-21 17:00:00,True,56,True,-13.0,2020-02-06 00:00:00,1,360400.0,九江市,九江,江西省,1.0,2.0,2.0,4.0,9.0,16.0,31.0,42.0,43.0,55.0,64.0,78.0,86.0,92.0,95.0,97.0,100.0,101.0,101.0,105.0,109.0,114.0,115.0,117.0,117.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,0
360000,江西省,360600,鹰潭市,2018-3,,1962-10,郭安,,汉族,2020-07-21 17:00:00,True,57,True,-9.0,2020-02-06 00:00:00,1,360600.0,鹰潭市,鹰潭,江西省,,,,,1.0,1.0,3.0,4.0,4.0,8.0,8.0,8.0,9.0,9.0,10.0,11.0,11.0,12.0,14.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,0
320000,江苏省,320900,盐城市,2018-4,,1962-1,戴源,,汉族,2020-07-21 17:00:00,True,58,False,,,1,320900.0,盐城市,盐城,江苏省,,1.0,1.0,1.0,1.0,6.0,6.0,8.0,13.0,15.0,15.0,15.0,15.0,16.0,16.0,17.0,17.0,18.0,18.0,21.0,25.0,26.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,0
320000,江苏省,321300,宿迁市,2018-4,,1964-2,张爱军,,汉族,2020-07-21 17:00:00,True,56,False,,,1,321300.0,宿迁市,宿迁,江苏省,,1.0,1.0,1.0,3.0,4.0,4.0,7.0,8.0,8.0,9.0,10.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0
350000,福建省,350900,宁德市,2018-4,,1968-1,郭锡文,,汉族,2020-07-21 17:00:00,True,52,False,,,1,350900.0,宁德市,宁德,福建省,1.0,2.0,3.0,6.0,6.0,7.0,8.0,9.0,9.0,9.0,12.0,12.0,14.0,16.0,16.0,21.0,23.0,24.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0
370000,山东省,370600,烟台市,2018-4,,1964-1,张术平,,汉族,2020-07-21 17:00:00,True,56,False,,,1,370600.0,烟台市,烟台,山东省,2.0,2.0,2.0,8.0,10.0,12.0,13.0,18.0,20.0,20.0,26.0,26.0,27.0,30.0,34.0,35.0,37.0,39.0,41.0,43.0,46.0,46.0,46.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,0
610000,陕西省,610200,铜川市,2018-4,,1962-7,杨长亚,,汉族,2020-07-21 17:00:00,True,57,False,,,1,610200.0,铜川市,铜川,陕西省,,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0
320000,江苏省,320300,徐州市,2018-4,,1962-11,周铁根,,汉族,2020-07-21 17:00:00,True,57,True,-8.0,2020-02-04 00:00:00,1,320300.0,徐州市,徐州,江苏省,,,,3.0,8.0,8.0,15.0,20.0,23.0,30.0,36.0,39.0,45.0,45.0,49.0,52.0,56.0,60.0,63.0,66.0,71.0,76.0,77.0,78.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,0
370000,山东省,370800,济宁市,2018-4,,1964-11,傅明先,,汉族,2020-07-21 17:00:00,True,55,True,-10.0,2020-02-03 00:00:00,1,370800.0,济宁市,济宁,山东省,1.0,2.0,5.0,5.0,5.0,5.0,8.0,8.0,11.0,14.0,18.0,21.0,25.0,32.0,35.0,38.0,39.0,39.0,41.0,42.0,43.0,46.0,49.0,51.0,52.0,52.0,52.0,52.0,253.0,253.0,257.0,257.0,258.0,258.0,258.0,258.0,258.0,0
520000,贵州省,520100,贵阳市,2018-5,,1963-9,赵德明,,瑶族,2020-07-21 17:00:00,True,56,False,,,1,520100.0,贵阳市,贵阳,贵州省,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,7.0,10.0,12.0,15.0,18.0,18.0,24.0,27.0,29.0,31.0,33.0,34.0,34.0,34.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0
330000,浙江省,330100,杭州市,2018-5,,1967-9,周江勇,,汉族,2020-07-21 17:00:00,True,52,True,-11.0,2020-02-04 00:00:00,1,330100.0,杭州市,杭州,浙江省,6.0,12.0,27.0,27.0,32.0,51.0,69.0,85.0,98.0,110.0,118.0,132.0,141.0,151.0,156.0,162.0,165.0,155.0,157.0,159.0,162.0,165.0,166.0,166.0,168.0,168.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,1
330000,浙江省,330300,温州市,2018-5,,1966-6,陈伟俊,,汉族,2020-07-21 17:00:00,True,53,True,-9.0,2020-02-02 00:00:00,1,330300.0,温州市,温州,浙江省,6.0,10.0,18.0,32.0,60.0,114.0,172.0,227.0,241.0,265.0,291.0,340.0,364.0,396.0,421.0,438.0,448.0,464.0,474.0,481.0,490.0,496.0,499.0,502.0,503.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,504.0,0
370000,山东省,370500,东营市,2018-5,,1963-10,李宽端,,汉族,2020-07-21 17:00:00,True,56,True,20.0,2020-01-30 00:00:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
370000,山东省,370900,泰安市,2018-5,,1961-5,崔洪刚,,汉族,2020-07-21 17:00:00,True,58,True,-8.0,2020-02-05 00:00:00,1,370900.0,泰安市,泰安,山东省,,,,,1.0,3.0,3.0,4.0,6.0,9.0,12.0,12.0,14.0,18.0,20.0,20.0,24.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,33.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,0
440000,广东省,441300,惠州市,2018-6,,1965-11,李贻伟,,汉族,2020-07-21 17:00:00,True,54,False,,,1,441300.0,惠州市,惠州,广东省,5.0,7.0,8.0,8.0,11.0,12.0,17.0,20.0,20.0,23.0,28.0,29.0,34.0,35.0,39.0,47.0,48.0,52.0,53.0,54.0,55.0,56.0,58.0,58.0,58.0,59.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,0
440000,广东省,445300,云浮市,2018-6,,1963-9,黄汉标,,汉族,2020-07-21 17:00:00,True,56,False,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
510000,四川省,510700,绵阳市,2018-6,,1971-11,刘超,,汉族,2020-07-21 17:00:00,True,48,False,,,1,510700.0,绵阳市,绵阳,四川省,2.0,2.0,5.0,7.0,8.0,8.0,9.0,11.0,12.0,14.0,17.0,17.0,17.0,18.0,19.0,20.0,20.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,0
510000,四川省,510900,遂宁市,2018-6,,1966-3,邵革军,,汉族,2020-07-21 17:00:00,True,53,False,,,1,510900.0,遂宁市,遂宁,四川省,1.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,0
510000,四川省,513200,阿坝藏族羌族自治州,2018-6,,1963-8,刘坪,,汉族,2020-07-21 17:00:00,True,56,False,,,1,513200.0,阿坝藏族羌族自治州,阿坝州,四川省,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
230000,黑龙江省,230300,鸡西市,2018-6,,1963-8,张常荣,,汉族,2020-07-21 17:00:00,True,56,False,,,1,230300.0,鸡西市,鸡西,黑龙江省,,,,,,1.0,1.0,2.0,4.0,4.0,6.0,9.0,12.0,21.0,29.0,31.0,34.0,34.0,38.0,43.0,44.0,44.0,45.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,0
330000,浙江省,330400,嘉兴市,2018-7,,1966-4,张兵,,汉族,2020-07-21 17:00:00,True,53,False,,,1,330400.0,嘉兴市,嘉兴,浙江省,3.0,4.0,8.0,8.0,11.0,14.0,16.0,16.0,18.0,19.0,19.0,23.0,27.0,30.0,35.0,37.0,38.0,40.0,40.0,42.0,42.0,42.0,43.0,43.0,43.0,43.0,44.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0
330000,浙江省,331100,丽水市,2018-7,,1972-11,胡海峰,,汉族,2020-07-21 17:00:00,True,47,False,,,1,331100.0,丽水市,丽水,浙江省,,,3.0,3.0,5.0,6.0,6.0,7.0,8.0,14.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,0
340000,安徽省,341800,宣城市,2018-7,,1962-11,陶方启,,汉族,2020-07-21 17:00:00,True,57,False,,,1,341800.0,宣城市,宣城,安徽省,,,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0
510000,四川省,510400,攀枝花市,2018-7,,1963-8,贾瑞云,,汉族,2020-07-21 17:00:00,True,56,False,,,1,510400.0,攀枝花市,攀枝花,四川省,,,,,,,,1.0,7.0,9.0,10.0,10.0,11.0,11.0,11.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0
510000,四川省,511600,广安市,2018-7,,1963-11,李建勤,,汉族,2020-07-21 17:00:00,True,56,False,,,1,511600.0,广安市,广安,四川省,2.0,2.0,2.0,6.0,7.0,7.0,9.0,13.0,16.0,20.0,21.0,24.0,24.0,24.0,27.0,28.0,28.0,28.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,0
210000,辽宁省,210700,锦州市,2018-7,,1963-6,王德佳,,汉族,2020-07-21 17:00:00,True,56,True,-8.0,2020-02-05 00:00:00,1,210700.0,锦州市,锦州,辽宁省,,,,,4.0,4.0,4.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0
420000,湖北省,421000,荆州市,2018-7,,1962-11,何光中,,汉族,2020-07-21 17:00:00,True,57,True,-2.0,2020-01-26 00:00:00,1,421000.0,荆州市,荆州,湖北省,8.0,10.0,33.0,47.0,71.0,101.0,151.0,221.0,287.0,333.0,499.0,613.0,713.0,801.0,885.0,941.0,997.0,1045.0,1075.0,1110.0,1431.0,1447.0,1478.0,1490.0,1501.0,1537.0,1541.0,1510.0,1517.0,1566.0,1574.0,1574.0,1576.0,1577.0,1579.0,1579.0,1579.0,0
440000,广东省,440100,广州市,2018-7,,1965-8,张硕辅,,汉族,2020-07-21 17:00:00,True,54,True,-14.0,2020-02-07 00:00:00,1,440100.0,广州市,广州,广东省,7.0,14.0,17.0,41.0,51.0,63.0,94.0,112.0,150.0,179.0,200.0,224.0,249.0,270.0,285.0,301.0,307.0,314.0,317.0,323.0,327.0,328.0,335.0,338.0,339.0,339.0,339.0,339.0,339.0,343.0,345.0,345.0,346.0,346.0,346.0,346.0,346.0,1
210000,辽宁省,210500,本溪市,2018-8,,1965-10,姜小林,,汉族,2020-07-21 17:00:00,True,54,True,-11.0,2020-02-05 00:00:00,1,210500.0,本溪市,本溪,辽宁省,,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0
210000,辽宁省,211400,葫芦岛市,2018-8,,1965-7,王健,,汉族,2020-07-21 17:00:00,True,54,True,-11.0,2020-02-05 00:00:00,1,211400.0,葫芦岛市,葫芦岛,辽宁省,,2.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,7.0,7.0,9.0,9.0,9.0,9.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0
