ct_shortname,prov,citycode,ctnm,centlon,centlat,locked_down,lockdown_date,bdidx_19m20,xc_lockdown,xc_closed,daySinceFirstCase,sub_prov_ct,gdp2018,自治州-盟-地区,in_291,pdensity,gdp_p,hospital_d,popHR18_all,Log_popHR18_all,gdp_per_10k,primary_ind,second_ind,third_ind,prov_leader_rank,num_hospital_total,num_doctors_total,num_firm_total,non_domestic_firms_total,pct_of_non_domestic_firm,primary_emp_share_total,secondary_emp_share_total,tertiary_emp_share_total,inaug_time,birthmonth,is_female,age_feb20,party_age,work_age,tenure,majorchara,is_STEM_major,rule_in_native_prov,is_BA,is_MA,is_PhD,cumulative_case,ct_shortname,log_cumulative_case
铜陵,安徽省,340700,铜陵市,117.894348485,30.944886548099998,0,,2.4332,0.0,1.0,,0,8813428.0,False,True,616.15,5.996,0.3337,171.0,5.14166355650266,51540.51461988304,1.73,63.67,34.6,36.14,28.0,3337.0,540.0,21.0,3.888888888888889,1.93,55.97,42.1,2019-12,1970-10,0,49,28.0,24.0,0,2.0,1.0,0,0,1,0,29.0,铜陵,3.367295829986474
银川,宁夏回族自治区,640100,银川市,106.33987292299999,38.2206140913,1,2020-01-31 00:00:00.000000000,3.5095,0.0,1.0,-7.0,0,11039244.0,False,True,198.34,7.4288,0.899,189.0,5.241747015059644,58408.69841269841,1.63,35.85,62.52,30.69,70.0,8990.0,463.0,24.0,5.183585313174946,1.4199999999999946,39.06,59.52,2017-6,1960-8,0,59,33.0,37.0,2,2.0,1.0,0,0,1,0,34.0,银川,3.5263605246161616
锦州,辽宁省,210700,锦州市,121.61534765399999,41.4715083909,1,2020-02-05 00:00:00.000000000,2.4677,1.0,1.0,-8.0,0,5623240.0,False,True,301.58,3.3692,0.6111,296.0,5.690359454324058,18997.43243243244,2.56,48.96,48.48,60.3,77.0,6111.0,294.0,46.0,15.646258503401361,3.629999999999996,33.12,63.25,2018-7,1963-6,0,56,30.0,36.0,1,2.0,1.0,1,0,0,1,12.0,锦州,2.4849066497880004
镇江,江苏省,321100,镇江市,119.454588677,32.0175103256,0,,3.0628,0.0,1.0,,0,18786919.0,False,True,708.33,12.0603,0.81,271.0,5.602118820879701,69324.42435424353,1.59,46.57,51.85,39.66,50.0,8100.0,2046.0,391.0,19.110459433040077,0.18999999999999773,54.92,44.89,2017-3,1964-2,0,56,27.0,33.0,2,1.0,0.0,1,1,0,0,12.0,镇江,2.4849066497880004
长春,吉林省,220100,长春市,125.768962441,44.3778727866,0,,3.1776,1.0,1.0,,1,51428765.0,False,True,366.13,7.9434,2.1119,749.0,6.618738983517219,68663.23765020027,1.33,53.35,45.32,44.12,162.0,21119.0,1641.0,167.0,10.176721511273612,0.9299999999999996,45.21,53.86,2019-4,1962-7,0,57,35.0,36.0,0,1.0,0.0,0,0,0,1,45.0,长春,3.8066624897703196
长沙,湖南省,430100,长沙市,113.152471429,28.228391283,0,,2.9309,0.0,1.0,,0,63903360.0,False,True,575.49,12.4122,2.9265,709.0,6.5638555265321274,90131.67842031027,0.91,35.39,63.69,35.3,287.0,29265.0,2886.0,141.0,4.885654885654887,0.12000000000000455,46.23,53.65,2017-7,1963-6,0,56,34.0,36.0,2,1.0,0.0,1,0,1,0,242.0,长沙,5.488937726156687
长治,山西省,140400,长治市,112.914098785,36.4767513567,0,,2.7794000000000003,1.0,1.0,,0,3909537.0,False,True,242.52,3.7063,0.8252,338.0,5.823045895483018,11566.6775147929,0.92,37.9,61.19,31.47,114.0,8252.0,353.0,10.0,2.8328611898017,0.3199999999999932,51.84,47.84,2018-2,1968-3,0,51,33.0,29.0,1,1.0,0.0,0,1,0,0,8.0,长治,2.0794415416798357
阜新,辽宁省,210900,阜新市,121.96055271700001,42.2851981674,1,2020-02-05 00:00:00.000000000,2.6151,1.0,1.0,-4.0,0,1849479.0,False,True,182.52,2.2956,0.4547,186.0,5.225746673713202,9943.435483870968,1.54,38.33,60.13,60.3,55.0,4547.0,211.0,15.0,7.109004739336492,1.9399999999999973,33.93,64.13,2019-12,1966-12,0,53,23.0,29.0,0,1.0,0.0,0,0,1,0,8.0,阜新,2.0794415416798357
阜阳,安徽省,341200,阜阳市,115.700467553,32.916404894,0,,3.9822,1.0,1.0,,0,5431259.0,False,True,1030.84,1.7642,1.3915,1070.0,6.975413927455953,5075.942990654206,11.69,35.23,53.08,36.14,115.0,13915.0,1752.0,18.0,1.0273972602739725,0.5099999999999909,30.2,69.29,2019-6,1962-11,0,57,34.0,30.0,0,1.0,0.0,0,0,1,0,155.0,阜阳,5.043425116919247
防城港,广西壮族自治区,450600,防城港市,108.002756325,21.8821207669,1,2020-02-08 00:00:00.000000000,2.4514,1.0,1.0,-14.0,0,5657685.0,False,True,153.9,7.3188,0.2042,98.0,4.584967478670572,57731.47959183674,8.64,60.2,31.15,37.35,14.0,2042.0,151.0,17.0,11.258278145695362,11.72,23.05,65.23,2018-2,1963-4,0,56,32.0,35.0,1,1.0,0.0,0,0,1,0,19.0,防城港,2.9444389791664403
阳江,广东省,441700,阳江市,111.774357842,22.037940931599998,0,,1.7607,0.0,0.0,,0,7094626.0,False,True,367.02,5.0431,0.5201,297.0,5.6937321388027,23887.629629629628,13.69,40.6,45.71,182.12,51.0,5201.0,545.0,77.0,14.12844036697248,1.759999999999998,45.74,52.5,2018-10,1962-5,0,57,34.0,37.0,1,1.0,0.0,0,0,1,0,14.0,阳江,2.6390573296152584
阳泉,山西省,140300,阳泉市,113.500965647,38.0624173209,0,,2.9095,0.0,1.0,,0,4440648.0,False,True,288.84,4.4461,0.3893,132.0,4.882801922586372,33641.27272727273,0.45,42.49,57.06,31.47,49.0,3893.0,132.0,7.0,5.303030303030303,0.12000000000000455,62.37,37.51,2018-1,1962-11,0,57,29.0,29.0,2,1.0,0.0,1,0,1,0,4.0,阳泉,1.3862943611198906
陇南,甘肃省,621200,陇南市,105.210210478,33.5951144251,0,,2.3453,0.0,0.0,,0,1093212.0,False,True,102.73,1.3805,0.3869,287.0,5.6594822157596205,3809.101045296167,15.22,13.57,71.21,31.0,290.0,3869.0,81.0,0.0,0.0,10.700000000000003,20.49,68.81,2013-4,1966-10,0,53,34.0,28.0,6,2.0,1.0,0,0,0,1,4.0,陇南,1.3862943611198906
随州,湖北省,421300,随州市,113.42424683899999,31.8300892735,1,2020-02-07 00:00:00.000000000,4.7083,1.0,1.0,-13.0,0,4346800.0,False,True,260.48,3.8801,0.4268,250.0,5.521460917862246,17387.2,5.75,47.84,46.41,56.66,46.0,4268.0,698.0,22.0,3.151862464183381,0.3999999999999986,46.32,53.28,2018-11,1966-5,0,53,30.0,30.0,1,1.0,0.0,0,0,1,0,1307.0,随州,7.175489713624222
雅安,四川省,511800,雅安市,102.66298476,29.9161777925,0,,2.2774,1.0,1.0,,0,2398237.0,False,True,103.02,3.5335,0.3941,154.0,5.0369526024136295,15572.967532467532,14.92,37.58,47.5,66.1,44.0,3941.0,314.0,8.0,2.5477707006369434,0.6499999999999915,29.84,69.51,2017-11,1961-4,0,58,35.0,39.0,2,1.0,0.0,1,0,1,0,7.0,雅安,1.9459101490553132
青岛,山东省,370200,青岛市,120.14495225600001,36.4565011208,1,2020-02-05 00:00:00.000000000,3.4002,0.0,1.0,-12.0,1,84991300.0,False,True,694.03,10.9407,3.0867,803.0,6.688354713946763,105842.21668742217,1.81,40.03,58.16,89.72,410.0,30867.0,3569.0,1037.0,29.055757915382447,0.07000000000000027,51.27,48.66,2019-1,1963-7,0,56,33.0,36.0,1,1.0,0.0,0,0,0,1,60.0,青岛,4.0943445622221
鞍山,辽宁省,210300,鞍山市,123.009897722,40.7151416617,1,2020-02-05 00:00:00.000000000,2.989,1.0,1.0,-4.0,0,8640987.0,False,True,373.85,4.0532,0.6679999999999999,344.0,5.840641657373397,25119.148255813954,0.73,50.31,48.96,60.3,104.0,6680.0,561.0,46.0,8.19964349376114,0.37999999999999545,48.88,50.74,2018-10,1962-5,0,57,35.0,36.0,1,1.0,0.0,0,1,0,0,4.0,鞍山,1.3862943611198906
韶关,广东省,440200,韶关市,113.77177064899999,24.8181614558,0,,2.3092,0.0,0.0,,0,6383211.0,False,True,179.23,4.1388,0.5079,335.0,5.814130531825067,19054.36119402985,3.94,36.76,59.3,182.12,54.0,5079.0,536.0,70.0,13.059701492537313,0.4699999999999989,46.86,52.67,2018-12,1965-9,0,54,33.0,32.0,1,1.0,0.0,0,0,0,1,10.0,韶关,2.302585092994046
马鞍山,安徽省,340500,马鞍山市,118.613617984,31.5324669923,0,,2.7433,0.0,1.0,,0,10425427.0,False,True,565.57,6.5833,0.4756,229.0,5.433722003554242,45525.88209606987,1.2,53.91,44.88,36.14,62.0,4756.0,1054.0,59.0,5.597722960151803,0.3200000000000003,52.49,47.19,2017-12,1964-5,0,55,28.0,34.0,2,1.0,0.0,1,1,0,0,38.0,马鞍山,3.6375861597263857
驻马店,河南省,411700,驻马店市,114.147722799,32.924309933800004,1,2020-02-04 00:00:00.000000000,4.2239,1.0,1.0,-10.0,0,3668609.0,False,True,617.25,2.8305,1.2896,961.0,6.8679744089702925,3817.4911550468255,7.31,46.95,45.74,55.64,79.0,12896.0,1715.0,29.0,1.6909620991253644,0.8699999999999974,44.74,54.39,2017-12,1965-2,0,54,34.0,30.0,2,1.0,0.0,1,0,1,0,139.0,驻马店,4.9344739331306915
鸡西,黑龙江省,230300,鸡西市,132.304953614,45.541581934300005,0,,3.4545000000000003,0.0,1.0,,0,1654705.0,False,True,80.78,2.8647,0.4368,175.0,5.1647859739235145,9455.457142857143,4.39,45.33,50.28,31.47,68.0,4368.0,171.0,7.0,4.093567251461988,25.8,29.03,45.17,2018-6,1963-8,0,56,29.0,31.0,1,1.0,0.0,1,0,1,0,46.0,鸡西,3.828641396489095
鹤壁,河南省,410600,鹤壁市,114.305423005,35.7255681242,0,,3.5165,0.0,0.0,,0,3880451.0,False,True,774.52,4.794,0.3845,170.0,5.135798437050261,22826.182352941178,3.02,61.3,35.68,55.64,43.0,3845.0,484.0,5.0,1.0330578512396695,0.04999999999999717,66.25,33.7,2018-9,1963-10,0,56,35.0,38.0,1,1.0,0.0,1,0,1,0,19.0,鹤壁,2.9444389791664403
鹤岗,黑龙江省,230400,鹤岗市,130.805089477,47.6420277645,0,,2.9539,0.0,0.0,,0,1415313.0,False,True,72.21,2.5244,0.3067,101.0,4.61512051684126,14013.0,6.08,50.89,43.03,31.47,49.0,3067.0,123.0,5.0,4.0650406504065035,29.75,34.4,35.85,2016-12,1970-1,0,50,21.0,29.0,3,1.0,0.0,1,0,1,0,5.0,鹤岗,1.6094379124341003
鹰潭,江西省,360600,鹰潭市,117.10662186399999,28.2256766627,1,2020-02-06 00:00:00.000000000,3.3992,1.0,1.0,-9.0,0,2307944.0,False,True,356.74,6.0136,0.2586,128.0,4.852030263919617,18030.8125,0.86,44.98,54.16,32.02,35.0,2586.0,276.0,14.0,5.0724637681159415,0.1900000000000049,60.98,38.83,2018-3,1962-10,0,57,34.0,38.0,1,1.0,0.0,1,0,1,0,18.0,鹰潭,2.8903717578961645
黄冈,湖北省,421100,黄冈市,115.345945501,30.7206292921,1,2020-01-24 00:00:00.000000000,4.7151,1.0,1.0,0.0,0,2235000.0,False,True,426.19,2.7373,1.34,740.0,6.606650186198214,3020.2702702702704,6.95,44.3,48.75,56.66,68.0,13400.0,1496.0,47.0,3.141711229946524,2.719999999999999,56.33,40.95,2013-3,1963-9,0,56,37.0,35.0,6,1.0,0.0,1,0,1,0,2904.0,黄冈,7.973844375944687
黄山,安徽省,341000,黄山市,118.076421275,29.9061128863,0,,3.6062,0.0,1.0,,0,2869916.0,False,True,152.92,4.1905,0.3398,148.0,4.997212273764115,19391.324324324323,6.09,31.07,62.85,36.14,32.0,3398.0,528.0,16.0,3.0303030303030303,0.8900000000000006,30.45,68.66,2015-2,1966-10,0,53,33.0,29.0,4,1.0,0.0,0,0,1,0,9.0,黄山,2.1972245773362196
黄石,湖北省,420200,黄石市,115.02217204700001,29.928338113800002,1,2020-01-24 00:00:00.000000000,3.5625,1.0,1.0,1.0,0,7060400.0,False,True,584.77,5.3033,0.607,271.0,5.602118820879701,26053.13653136532,0.7,58.7,40.59,56.66,36.0,6070.0,735.0,37.0,5.034013605442176,0.3500000000000014,59.93,39.72,2018-8,1968-9,0,51,29.0,29.0,1,1.0,0.0,1,0,1,0,1013.0,黄石,6.920671504248683
黑河,黑龙江省,231100,黑河市,126.98119320299999,49.2629918971,0,,2.9355,1.0,1.0,,0,349527.0,False,True,24.58,2.7889,0.40299999999999997,161.0,5.081404364984463,2170.9751552795033,3.84,30.49,65.67,31.47,63.0,4030.0,111.0,6.0,5.405405405405406,19.94,14.92,65.14,2020-1,1963-7,0,56,37.0,40.0,0,1.0,0.0,1,1,0,0,14.0,黑河,2.6390573296152584
齐齐哈尔,黑龙江省,230200,齐齐哈尔市,124.54112308299999,47.696121325,0,,3.2268,1.0,1.0,,0,6366549.0,False,True,129.27,2.569,1.0377,534.0,6.280395838960196,11922.376404494382,3.98,28.65,67.36,31.47,116.0,10377.0,367.0,19.0,5.177111716621254,12.36,24.05,63.59,2016-2,1963-4,0,56,26.0,35.0,4,2.0,1.0,1,0,0,1,43.0,齐齐哈尔,3.7612001156935624
龙岩,福建省,350800,龙岩市,116.738310711,25.2923255265,0,,2.5532000000000004,0.0,0.0,,0,10326594.0,False,True,162.09,7.2354,0.5995,316.0,5.755742213586912,32679.09493670886,6.35,52.76,40.89,35.3,47.0,5995.0,1186.0,100.0,8.431703204047219,1.2199999999999989,39.88,58.9,2018-6,1961-12,0,58,36.0,37.0,1,1.0,0.0,0,1,0,0,6.0,龙岩,1.791759469228055
